Date	Time	X	Y	Z	r_KA	Vx	Vy	Vz	V_KA	???? ??????? ??.
2021-Feb-09 17:37:57.593	751200	-92102.2	-329177	-150231	11596.7	0.934797	0.233696	0.19506	0.627108	3.91576
2021-Feb-09 17:47:57.593	751800	-105890	-324705	-150116	11621.9	0.92444	0.193347	0.187533	0.625705	3.77232
2021-Feb-09 17:57:57.593	752400	-119476	-319657	-150006	11646.1	0.912501	0.153663	0.17996	0.624366	3.62533
2021-Feb-09 18:07:57.593	753000	-132835	-314041	-149900	11669.3	0.899006	0.114706	0.172348	0.623092	3.47501
2021-Feb-09 18:17:57.593	753600	-145944	-307867	-149799	11691.4	0.883979	0.0765415	0.164705	0.621883	3.32159
2021-Feb-09 18:27:57.593	754200	-158780	-301147	-149703	11712.5	0.867452	0.0392307	0.157038	0.620739	3.16529
2021-Feb-09 18:37:57.593	754800	-171320	-293892	-149611	11732.6	0.849455	0.00283548	0.149355	0.61966	3.00633
2021-Feb-09 18:47:57.593	755400	-183541	-286115	-149524	11751.5	0.830023	-0.0325838	0.141664	0.618646	2.84492
2021-Feb-09 18:57:57.593	756000	-195422	-277831	-149441	11769.4	0.809194	-0.0669679	0.13397	0.617698	2.68127
2021-Feb-09 19:07:57.593	756600	-206941	-269054	-149363	11786.2	0.787006	-0.100259	0.126281	0.616814	2.5156
2021-Feb-09 19:17:57.593	757200	-218078	-259799	-149289	11801.9	0.763501	-0.132401	0.118603	0.615995	2.34811
2021-Feb-09 19:27:57.593	757800	-228814	-250083	-149220	11816.5	0.738725	-0.163338	0.110944	0.615241	2.17899
2021-Feb-09 19:37:57.593	758400	-239129	-239924	-149156	11830	0.712723	-0.193018	0.103309	0.614551	2.00846
2021-Feb-09 19:47:57.593	759000	-249005	-229339	-149097	11842.3	0.685546	-0.221389	0.0957058	0.613926	1.83668
2021-Feb-09 19:57:57.593	759600	-258424	-218347	-149041	11853.6	0.657243	-0.248401	0.0881395	0.613364	1.66387
2021-Feb-09 20:07:57.593	760200	-267369	-206968	-148991	11863.7	0.627869	-0.274007	0.0806167	0.612866	1.4902
2021-Feb-09 20:17:57.593	760800	-275826	-195223	-148945	11872.7	0.597479	-0.29816	0.0731436	0.612432	1.31585
2021-Feb-09 20:27:57.593	761400	-283777	-183131	-148903	11880.6	0.566131	-0.320818	0.0657262	0.61206	1.14099
2021-Feb-09 20:37:57.593	762000	-291210	-170715	-148866	11887.3	0.533885	-0.341938	0.0583705	0.611751	0.965802
2021-Feb-09 20:47:57.593	762600	-298112	-157997	-148833	11892.9	0.500802	-0.361482	0.0510823	0.611504	0.790449
2021-Feb-09 20:57:57.593	763200	-304469	-144999	-148804	11897.4	0.466946	-0.379413	0.0438677	0.611318	0.615094
2021-Feb-09 21:07:57.593	763800	-310270	-131744	-148780	11900.8	0.432381	-0.395697	0.0367323	0.611194	0.439895
2021-Feb-09 21:17:57.593	764400	-315506	-118257	-148760	11903.1	0.397174	-0.410302	0.0296821	0.61113	0.265007
2021-Feb-09 21:27:57.593	765000	-320167	-104561	-148745	11904.2	0.361394	-0.4232	0.0227227	0.611126	0.0905781
2021-Feb-09 21:37:57.593	765600	-324245	-90680.2	-148733	11904.2	0.32511	-0.434363	0.0158599	0.611183	0.0832286
2021-Feb-09 21:47:57.593	766200	-327732	-76639.8	-148726	11903.2	0.288393	-0.443769	0.00909949	0.611298	0.256297
2021-Feb-09 21:57:57.593	766800	-330622	-62464.5	-148722	11901	0.251316	-0.451397	0.00244712	0.611473	0.428472
2021-Feb-09 22:07:57.593	767400	-332909	-48179.7	-148723	11897.7	0.21395	-0.457228	-0.00409149	0.611705	0.599618
2021-Feb-09 22:17:57.593	768000	-334591	-33810.8	-148727	11893.3	0.176372	-0.46125	-0.0105106	0.611996	0.769604
2021-Feb-09 22:27:57.593	768600	-335664	-19383.3	-148735	11887.8	0.138655	-0.463449	-0.0168046	0.612344	0.9383
2021-Feb-09 22:37:57.593	769200	-336125	-4922.92	-148747	11881.3	0.100875	-0.463817	-0.0229677	0.612749	1.10558
2021-Feb-09 22:47:57.593	769800	-335974	9544.6	-148763	11873.6	0.063109	-0.462349	-0.0289941	0.61321	1.27131
2021-Feb-09 22:57:57.593	770400	-335212	23993.5	-148782	11864.9	0.0254336	-0.459043	-0.0348782	0.613727	1.43538
2021-Feb-09 23:07:57.593	771000	-333839	38398.1	-148805	11855.2	-0.012074	-0.453899	-0.0406142	0.6143	1.59767
2021-Feb-09 23:17:57.593	771600	-331858	52732.8	-148831	11844.4	-0.0493367	-0.446921	-0.0461962	0.614928	1.75805
2021-Feb-09 23:27:57.593	772200	-329273	66972	-148860	11832.5	-0.0862769	-0.438118	-0.0516186	0.61561	1.91642
2021-Feb-09 23:37:57.593	772800	-326087	81090.5	-148892	11819.7	-0.122817	-0.4275	-0.0568753	0.616346	2.07265
2021-Feb-09 23:47:57.593	773400	-322307	95063	-148928	11805.8	-0.158881	-0.41508	-0.0619607	0.617136	2.22663
2021-Feb-09 23:57:57.593	774000	-317939	108865	-148967	11790.9	-0.194391	-0.400877	-0.0668687	0.61798	2.37826
2021-Feb-10 00:07:57.593	774600	-315051	117069	-149008	11775	-0.222616	-0.388798	-0.0715934	0.618876	2.52741
2021-Feb-10 00:17:57.593	775200	-309762	130549	-149053	11758.2	-0.257091	-0.371684	-0.0761289	0.619825	2.67397
2021-Feb-10 00:27:57.593	775800	-303908	143795	-149100	11740.3	-0.290815	-0.352845	-0.0804692	0.620825	2.81784
2021-Feb-10 00:37:57.593	776400	-297498	156784	-149149	11721.5	-0.323715	-0.332311	-0.0846082	0.621877	2.9589
2021-Feb-10 00:47:57.593	777000	-290543	169492	-149201	11701.8	-0.355717	-0.310114	-0.0885399	0.62298	3.09705
2021-Feb-10 00:57:57.593	777600	-283057	181898	-149255	11681.2	-0.386749	-0.286291	-0.0922581	0.624134	3.23216
2021-Feb-10 01:07:57.593	778200	-275052	193978	-149312	11659.6	-0.41674	-0.26088	-0.0957568	0.625338	3.36413
2021-Feb-10 01:17:57.593	778800	-266541	205712	-149370	11637.1	-0.445622	-0.233924	-0.0990298	0.626592	3.49284
2021-Feb-10 01:27:57.593	779400	-257541	217078	-149431	11613.8	-0.473327	-0.205469	-0.102071	0.627895	3.61818
2021-Feb-10 01:37:57.593	780000	-248068	228056	-149493	11589.6	-0.499789	-0.175563	-0.104874	0.629246	3.74003
2021-Feb-10 01:47:57.593	780600	-238136	238627	-149556	11564.5	-0.524944	-0.144258	-0.107433	0.630646	3.85827
2021-Feb-10 01:57:57.593	781200	-227765	248772	-149622	11538.7	-0.548732	-0.111609	-0.109741	0.632094	3.97279
2021-Feb-10 02:07:57.593	781800	-216973	258473	-149688	11512	-0.571093	-0.0776723	-0.111793	0.633589	4.08347
2021-Feb-10 02:17:57.593	782400	-205777	267712	-149756	11484.5	-0.591969	-0.0425098	-0.113581	0.635131	4.19018
2021-Feb-10 02:27:57.593	783000	-194199	276472	-149824	11456.3	-0.611307	-0.00618416	-0.115101	0.636718	4.29281
2021-Feb-10 02:37:57.593	783600	-182259	284739	-149894	11427.4	-0.629055	0.0312387	-0.116345	0.638351	4.39122
2021-Feb-10 02:47:57.593	784200	-169977	292497	-149964	11397.7	-0.645163	0.0696903	-0.117308	0.640029	4.48528
2021-Feb-10 02:57:57.593	784800	-157376	299733	-150034	11367.3	-0.659587	0.1091	-0.117983	0.64175	4.57488
2021-Feb-10 03:07:57.593	785400	-144476	306433	-150105	11336.3	-0.672283	0.149394	-0.118365	0.643514	4.65987
2021-Feb-10 03:17:57.593	786000	-131302	312585	-150176	11304.6	-0.683213	0.190498	-0.118447	0.645321	4.74013
2021-Feb-10 03:27:57.593	786600	-117877	318179	-150247	11272.3	-0.692338	0.232333	-0.118224	0.647169	4.81553
2021-Feb-10 03:37:57.593	787200	-104223	323204	-150318	11239.4	-0.699628	0.274821	-0.11769	0.649057	4.88592
2021-Feb-10 03:47:57.593	787800	-90364.9	327651	-150389	11205.9	-0.705053	0.31788	-0.116839	0.650985	4.95118
2021-Feb-10 03:57:57.593	788400	-76327.5	331512	-150458	11172	-0.708587	0.361427	-0.115666	0.65295	5.01116
2021-Feb-10 04:07:57.593	789000	-62135.2	334779	-150527	11137.5	-0.710209	0.405377	-0.114165	0.654952	5.06572
2021-Feb-10 04:17:57.593	789600	-47813.1	337448	-150595	11102.6	-0.709901	0.449645	-0.112332	0.65699	5.11474
2021-Feb-10 04:27:57.593	790200	-33386.4	339513	-150662	11067.2	-0.707649	0.494144	-0.110162	0.659062	5.15806
2021-Feb-10 04:37:57.593	790800	-18880.5	340969	-150727	11031.5	-0.703444	0.538785	-0.10765	0.661166	5.19556
2021-Feb-10 04:47:57.593	791400	-4320.92	341815	-150791	10995.4	-0.69728	0.583481	-0.104791	0.663301	5.22709
2021-Feb-10 04:57:57.593	792000	10266.6	342048	-150853	10959	-0.689156	0.62814	-0.101582	0.665465	5.25252
2021-Feb-10 05:07:57.593	792600	24856.3	341668	-150913	10922.3	-0.679074	0.672674	-0.0980196	0.667657	5.27171
2021-Feb-10 05:17:57.593	793200	39422.5	340675	-150971	10885.4	-0.667043	0.716992	-0.0940998	0.669873	5.28454
2021-Feb-10 05:27:57.593	793800	53939.6	339070	-151026	10848.3	-0.653072	0.761003	-0.0898201	0.672112	5.29086
2021-Feb-10 05:37:57.593	794400	68381.8	336856	-151078	10811	-0.637179	0.804618	-0.0851782	0.674372	5.29057
2021-Feb-10 05:47:57.593	795000	82723.7	334037	-151128	10773.7	-0.619384	0.847746	-0.0801723	0.676651	5.28353
2021-Feb-10 05:57:57.593	795600	96940	330617	-151175	10736.3	-0.599711	0.890298	-0.0748011	0.678944	5.26962
2021-Feb-10 06:07:57.593	796200	111005	326601	-151218	10698.9	-0.57819	0.932187	-0.069064	0.681251	5.24875
2021-Feb-10 06:17:57.593	796800	124895	321998	-151257	10661.5	-0.554854	0.973323	-0.0629611	0.683567	5.2208
2021-Feb-10 06:27:57.593	797400	138585	316813	-151293	10624.3	-0.529741	1.01362	-0.056493	0.685891	5.18567
2021-Feb-10 06:37:57.593	798000	152050	311057	-151325	10587.1	-0.502893	1.053	-0.0496612	0.688218	5.14328
2021-Feb-10 06:47:57.593	798600	165267	304739	-151353	10550.2	-0.474357	1.09136	-0.042468	0.690545	5.09354
2021-Feb-10 06:57:57.593	799200	178212	297869	-151376	10513.6	-0.444182	1.12865	-0.0349165	0.692869	5.03639
2021-Feb-10 07:07:57.593	799800	190863	290460	-151395	10477.3	-0.412424	1.16476	-0.0270108	0.695186	4.97177
2021-Feb-10 07:17:57.593	800400	203196	282524	-151408	10441.3	-0.37914	1.19963	-0.0187559	0.697492	4.89962
2021-Feb-10 07:27:57.593	801000	215191	274075	-151417	10405.8	-0.344394	1.23318	-0.0101578	0.699783	4.81992
2021-Feb-10 07:37:57.593	801600	226824	265127	-151420	10370.8	-0.30825	1.26534	-0.00122339	0.702056	4.73265
2021-Feb-10 07:47:57.593	802200	238077	255696	-151418	10336.3	-0.270779	1.29604	0.00803911	0.704305	4.63779
2021-Feb-10 07:57:57.593	802800	248929	245798	-151411	10302.5	-0.232053	1.32522	0.0176205	0.706527	4.53536
2021-Feb-10 08:07:57.593	803400	259360	235450	-151397	10269.3	-0.192147	1.35281	0.0275103	0.708716	4.42538
2021-Feb-10 08:17:57.593	804000	269352	224670	-151378	10236.9	-0.151142	1.37875	0.037697	0.710869	4.30789
2021-Feb-10 08:27:57.593	804600	278886	213477	-151352	10205.2	-0.109118	1.403	0.0481679	0.71298	4.18296
2021-Feb-10 08:37:57.593	805200	287946	201890	-151320	10174.5	-0.0661585	1.42549	0.0589087	0.715045	4.05068
2021-Feb-10 08:47:57.593	805800	296516	189929	-151281	10144.6	-0.0223507	1.44618	0.0699044	0.717059	3.91113
2021-Feb-10 08:57:57.593	806400	304580	177615	-151236	10115.8	0.0222177	1.46503	0.0811384	0.719016	3.76443
2021-Feb-10 09:07:57.593	807000	312123	164969	-151184	10088	0.0674569	1.48201	0.092593	0.720913	3.61075
2021-Feb-10 09:17:57.593	807600	319131	152013	-151125	10061.3	0.113276	1.49706	0.104249	0.722744	3.45022
2021-Feb-10 09:27:57.593	808200	325593	138771	-151059	10035.8	0.159582	1.51018	0.116087	0.724504	3.28305
2021-Feb-10 09:37:57.593	808800	331495	125264	-150985	10011.6	0.206283	1.52132	0.128085	0.726188	3.10943
2021-Feb-10 09:47:57.593	809400	336828	111518	-150905	9988.59	0.253285	1.53048	0.140221	0.727792	2.9296
2021-Feb-10 09:57:57.593	810000	341581	97554.3	-150817	9966.95	0.300494	1.53763	0.152471	0.729311	2.7438
2021-Feb-10 10:07:57.593	810600	345746	83399.1	-150722	9946.71	0.347818	1.54276	0.164811	0.73074	2.55232
2021-Feb-10 10:17:57.593	811200	349314	69076.7	-150619	9927.92	0.395163	1.54587	0.177217	0.732075	2.35544
2021-Feb-10 10:27:57.593	811800	352279	54612.3	-150509	9910.62	0.442437	1.54696	0.189661	0.733311	2.15348
2021-Feb-10 10:37:57.593	812400	354635	40031.1	-150392	9894.87	0.489549	1.54603	0.202117	0.734445	1.94678
2021-Feb-10 10:47:57.593	813000	356378	25358.9	-150267	9880.7	0.536409	1.54308	0.214559	0.735473	1.7357
2021-Feb-10 10:57:57.593	813600	357503	10621.3	-150134	9868.15	0.58293	1.53813	0.226957	0.736391	1.52061
2021-Feb-10 11:07:57.593	814200	358008	-4155.56	-149994	9857.26	0.629025	1.53119	0.239286	0.737196	1.30189
2021-Feb-10 11:17:57.593	814800	357893	-18945.8	-149847	9848.06	0.674611	1.52229	0.251515	0.737885	1.07998
2021-Feb-10 11:27:57.593	815400	357156	-33723.2	-149693	9840.58	0.719605	1.51145	0.263618	0.738455	0.855274
2021-Feb-10 11:37:57.593	816000	355798	-48461.7	-149531	9834.84	0.76393	1.4987	0.275567	0.738905	0.628227
2021-Feb-10 11:47:57.593	816600	353821	-63135.3	-149362	9830.86	0.807508	1.48406	0.287333	0.739231	0.399285
2021-Feb-10 11:57:57.593	817200	351228	-77718	-149186	9828.66	0.850267	1.46759	0.29889	0.739434	0.168906
2021-Feb-10 12:07:57.593	817800	348023	-92183.9	-149003	9828.25	0.892136	1.4493	0.310212	0.73951	0.0624214
2021-Feb-10 12:17:57.593	818400	344212	-106507	-148814	9829.63	0.933049	1.42925	0.321272	0.739461	0.294263
2021-Feb-10 12:27:57.593	819000	339800	-120663	-148618	9832.8	0.972942	1.40749	0.332045	0.739285	0.526108
2021-Feb-10 12:37:57.593	819600	334795	-134626	-148415	9837.77	1.01175	1.38405	0.342509	0.738983	0.757483
2021-Feb-10 12:47:57.593	820200	329204	-148370	-148207	9844.52	1.04943	1.359	0.35264	0.738554	0.987904
2021-Feb-10 12:57:57.593	820800	323039	-161872	-147992	9853.05	1.08591	1.33238	0.362417	0.738001	1.21689
2021-Feb-10 13:07:57.593	821400	316308	-175108	-147772	9863.33	1.12115	1.30424	0.37182	0.737324	1.44397
2021-Feb-10 13:17:57.593	822000	309023	-188054	-147546	9875.34	1.1551	1.27465	0.380831	0.736525	1.66866
2021-Feb-10 13:27:57.593	822600	301198	-200686	-147315	9889.05	1.18772	1.24366	0.389433	0.735606	1.89051
2021-Feb-10 13:37:57.593	823200	292844	-212982	-147079	9904.45	1.21897	1.21133	0.39761	0.73457	2.10906
2021-Feb-10 13:47:57.593	823800	283977	-224921	-146838	9921.48	1.24881	1.17773	0.405349	0.73342	2.32386
2021-Feb-10 13:57:57.593	824400	274612	-236479	-146593	9940.12	1.2772	1.14291	0.412638	0.732158	2.53449
2021-Feb-10 14:07:57.593	825000	264766	-247638	-146343	9960.32	1.30412	1.10694	0.419467	0.730788	2.74052
2021-Feb-10 14:17:57.593	825600	254454	-258376	-146089	9982.03	1.32953	1.06988	0.425828	0.729315	2.94155
2021-Feb-10 14:27:57.593	826200	243696	-268675	-145832	10005.2	1.35341	1.03179	0.431713	0.727741	3.13721
2021-Feb-10 14:37:57.593	826800	232510	-278515	-145571	10029.8	1.37574	0.992751	0.437118	0.726071	3.32712
2021-Feb-10 14:47:57.593	827400	220916	-287879	-145308	10055.8	1.39649	0.952818	0.442038	0.72431	3.51094
2021-Feb-10 14:57:57.593	828000	208933	-296750	-145041	10083	1.41565	0.912058	0.446474	0.722463	3.68834
2021-Feb-10 15:07:57.593	828600	196583	-305112	-144772	10111.5	1.43321	0.870538	0.450423	0.720534	3.85901
2021-Feb-10 15:17:57.593	829200	183888	-312950	-144501	10141.2	1.44914	0.828325	0.453887	0.718528	4.02267
2021-Feb-10 15:27:57.593	829800	170870	-320249	-144227	10172	1.46344	0.785486	0.45687	0.716451	4.17904
2021-Feb-10 15:37:57.593	830400	157552	-326996	-143953	10203.8	1.47609	0.742088	0.459374	0.714307	4.3279
2021-Feb-10 15:47:57.593	831000	143958	-333178	-143676	10236.6	1.4871	0.698196	0.461404	0.712101	4.46901
2021-Feb-10 15:57:57.593	831600	130110	-338786	-143399	10270.4	1.49645	0.653879	0.462968	0.70984	4.60218
2021-Feb-10 16:07:57.593	832200	116035	-343807	-143121	10305	1.50414	0.609204	0.464073	0.707528	4.72724
2021-Feb-10 16:17:57.593	832800	101757	-348233	-142842	10340.3	1.51018	0.564236	0.464726	0.705171	4.84402
2021-Feb-10 16:27:57.593	833400	87300.3	-352056	-142563	10376.4	1.51455	0.519042	0.464937	0.702774	4.95239
2021-Feb-10 16:37:57.593	834000	72691.8	-355268	-142284	10413.1	1.51726	0.47369	0.464716	0.700342	5.05225
2021-Feb-10 16:47:57.593	834600	57957	-357864	-142006	10450.4	1.51832	0.428245	0.464073	0.697879	5.14349
2021-Feb-10 16:57:57.593	835200	43122	-359838	-141727	10488.2	1.51774	0.382773	0.46302	0.695393	5.22606
2021-Feb-10 17:07:57.593	835800	28213.3	-361187	-141450	10526.4	1.51551	0.33734	0.461568	0.692886	5.29989
2021-Feb-10 17:17:57.593	836400	13257.3	-361908	-141174	10564.9	1.51165	0.292012	0.45973	0.690365	5.36496
2021-Feb-10 17:27:57.593	837000	-1719.24	-362000	-140898	10603.8	1.50616	0.246853	0.457517	0.687833	5.42125
2021-Feb-10 17:37:57.593	837600	-16689.8	-361461	-140625	10642.9	1.49908	0.201929	0.454944	0.685296	5.46877
2021-Feb-10 17:47:57.593	838200	-31627.6	-360293	-140353	10682.2	1.49039	0.157304	0.452022	0.682759	5.50754
2021-Feb-10 17:57:57.593	838800	-46506.2	-358498	-140082	10721.5	1.48013	0.113041	0.448764	0.680224	5.5376
2021-Feb-10 18:07:57.593	839400	-61298.8	-356078	-139814	10760.9	1.46832	0.0692042	0.445185	0.677698	5.559
2021-Feb-10 18:17:57.593	840000	-75979.3	-353038	-139548	10800.3	1.45496	0.0258559	0.441298	0.675183	5.57182
2021-Feb-10 18:27:57.593	840600	-90521.3	-349382	-139285	10839.6	1.44009	-0.0169417	0.437115	0.672684	5.57613
2021-Feb-10 18:37:57.593	841200	-104899	-345118	-139024	10878.7	1.42373	-0.0591273	0.43265	0.670204	5.57204
2021-Feb-10 18:47:57.593	841800	-119086	-340252	-138766	10917.6	1.4059	-0.10064	0.427916	0.667747	5.55967
2021-Feb-10 18:57:57.593	842400	-133059	-334793	-138510	10956.3	1.38664	-0.141421	0.422926	0.665317	5.53912
2021-Feb-10 19:07:57.593	843000	-146790	-328750	-138258	10994.7	1.36597	-0.18141	0.417693	0.662917	5.51054
2021-Feb-10 19:17:57.593	843600	-160257	-322134	-138009	11032.7	1.34392	-0.220551	0.41223	0.66055	5.47407
2021-Feb-10 19:27:57.593	844200	-173435	-314957	-137763	11070.3	1.32054	-0.258786	0.406549	0.658219	5.42988
2021-Feb-10 19:37:57.593	844800	-186300	-307231	-137521	11107.4	1.29585	-0.296059	0.400662	0.655926	5.37813
2021-Feb-10 19:47:57.593	845400	-198830	-298970	-137283	11144	1.26989	-0.332317	0.394582	0.653675	5.31899
2021-Feb-10 19:57:57.593	846000	-211002	-290188	-137048	11180.1	1.2427	-0.367507	0.38832	0.651468	5.25265
2021-Feb-10 20:07:57.593	846600	-222794	-280902	-136817	11215.6	1.21434	-0.401576	0.381888	0.649308	5.1793
2021-Feb-10 20:17:57.593	847200	-234186	-271127	-136590	11250.4	1.18483	-0.434475	0.375297	0.647196	5.09914
2021-Feb-10 20:27:57.593	847800	-245156	-260881	-136366	11284.6	1.15422	-0.466155	0.368557	0.645134	5.01237
2021-Feb-10 20:37:57.593	848400	-255685	-250182	-136147	11318.1	1.12257	-0.496569	0.361681	0.643126	4.91921
2021-Feb-10 20:47:57.593	849000	-265754	-239048	-135932	11350.8	1.08993	-0.525673	0.354678	0.641172	4.81987
2021-Feb-10 20:57:57.593	849600	-275346	-227501	-135722	11382.7	1.05634	-0.553423	0.347559	0.639273	4.71457
2021-Feb-10 21:07:57.593	850200	-284443	-215559	-135515	11413.8	1.02185	-0.579779	0.340333	0.637433	4.60355
2021-Feb-10 21:17:57.593	850800	-293029	-203245	-135313	11444.1	0.986533	-0.604699	0.33301	0.635651	4.48702
2021-Feb-10 21:27:57.593	851400	-301088	-190581	-135116	11473.5	0.950433	-0.628149	0.325599	0.63393	4.36522
2021-Feb-10 21:37:57.593	852000	-308606	-177588	-134923	11502	0.913612	-0.650092	0.31811	0.632271	4.23839
2021-Feb-10 21:47:57.593	852600	-315570	-164290	-134734	11529.5	0.876129	-0.670496	0.310552	0.630674	4.10677
2021-Feb-10 21:57:57.593	853200	-321966	-150711	-134550	11556.2	0.838045	-0.689331	0.302932	0.62914	3.97058
2021-Feb-10 22:07:57.593	853800	-327784	-136875	-134371	11581.8	0.799424	-0.706569	0.295261	0.627671	3.83008
2021-Feb-10 22:17:57.593	854400	-333014	-122806	-134196	11606.5	0.760329	-0.722184	0.287545	0.626267	3.6855
2021-Feb-10 22:27:57.593	855000	-337645	-108530	-134026	11630.1	0.720827	-0.736154	0.279794	0.624929	3.53709
2021-Feb-10 22:37:57.593	855600	-341669	-94071.6	-133860	11652.7	0.680982	-0.748459	0.272014	0.623658	3.38509
2021-Feb-10 22:47:57.593	856200	-345079	-79457.1	-133699	11674.3	0.640863	-0.759081	0.264213	0.622453	3.22973
2021-Feb-10 22:57:57.593	856800	-347870	-64712.5	-133543	11694.8	0.600537	-0.768005	0.256399	0.621315	3.07127
2021-Feb-10 23:07:57.593	857400	-350035	-49863.9	-133391	11714.2	0.560075	-0.775219	0.248579	0.620245	2.90993
2021-Feb-10 23:17:57.593	858000	-351572	-34938	-133245	11732.6	0.519546	-0.780715	0.240761	0.619242	2.74595
2021-Feb-10 23:27:57.593	858600	-352477	-19961.2	-133103	11749.8	0.479019	-0.784486	0.23295	0.618308	2.57958
2021-Feb-10 23:37:57.593	859200	-352748	-4960.43	-132965	11766	0.438567	-0.786529	0.225155	0.617441	2.41105
2021-Feb-10 23:47:57.593	859800	-352386	10037.7	-132832	11781	0.39826	-0.786843	0.21738	0.616642	2.24058
2021-Feb-10 23:57:57.593	860400	-351390	25006.3	-132704	11794.9	0.35817	-0.785431	0.209635	0.615911	2.0684
2021-Feb-11 00:07:57.593	861000	-350398	33896.2	-132581	11807.7	0.331779	-0.776707	0.201923	0.615248	1.89474
2021-Feb-11 00:17:57.593	861600	-348397	48762.5	-132462	11819.3	0.29226	-0.772544	0.194253	0.614652	1.71983
2021-Feb-11 00:27:57.593	862200	-345770	63530.2	-132348	11829.8	0.253143	-0.766673	0.186629	0.614124	1.54388
2021-Feb-11 00:37:57.593	862800	-342520	78173	-132238	11839.2	0.2145	-0.759109	0.179059	0.613663	1.3671
2021-Feb-11 00:47:57.593	863400	-338655	92664.8	-132133	11847.4	0.176401	-0.749869	0.171548	0.613268	1.18971
2021-Feb-11 00:57:57.593	864000	-334180	106980	-132032	11854.4	0.138918	-0.738972	0.164103	0.61294	1.01191
2021-Feb-11 01:07:57.593	864600	-329104	121092	-131936	11860.4	0.10212	-0.726441	0.156729	0.612678	0.833904
2021-Feb-11 01:17:57.593	865200	-323436	134977	-131844	11865.1	0.0660769	-0.712301	0.149432	0.612482	0.655897
2021-Feb-11 01:27:57.593	865800	-317185	148609	-131756	11868.8	0.0308565	-0.696582	0.142219	0.61235	0.478078
2021-Feb-11 01:37:57.593	866400	-310363	161964	-131673	11871.3	-0.00347365	-0.679316	0.135094	0.612283	0.300637
2021-Feb-11 01:47:57.593	867000	-302982	175018	-131594	11872.6	-0.0368473	-0.660537	0.128063	0.61228	0.123758
2021-Feb-11 01:57:57.593	867600	-295055	187748	-131520	11872.9	-0.0691994	-0.640282	0.121134	0.61234	0.0523626
2021-Feb-11 02:07:57.593	868200	-286596	200132	-131449	11872	-0.100467	-0.618593	0.11431	0.612463	0.227582
2021-Feb-11 02:17:57.593	868800	-277620	212146	-131382	11869.9	-0.130587	-0.595513	0.107598	0.612648	0.401705
